Date,Description,Amount,Transaction_Type,Category,Account_Name,Month,Month_Name,Day_of_Week
2025-09-14,Tabungan,46202.53,INCOME,Goals,Gopay,9,September,Sunday
2025-09-14,Investasi,202507.96,INCOME,Goals,BCA,9,September,Sunday
2025-09-17,Bunga Bank,50424.71,INCOME,Goals,Gopay,9,September,Wednesday
2025-09-17,Freelance Project,195274.3,INCOME,Gaji,Gopay,9,September,Wednesday
2025-09-17,Gaji Bulanan,49343.05,INCOME,Gaji,Gopay,9,September,Wednesday
2025-09-18,Investasi,154591.15,INCOME,Goals,Gopay,9,September,Thursday
2025-09-22,Investasi,210374.21,INCOME,Goals,Gopay,9,September,Monday
2025-09-24,Tabungan,87914.21,INCOME,Goals,Dompet Tunai,9,September,Wednesday
2025-09-25,Tabungan,140892.2,INCOME,Goals,Dompet Tunai,9,September,Thursday
2025-09-25,Tabungan,218191.41,INCOME,Goals,BCA,9,September,Thursday
2025-09-28,Cashback,65397.63,INCOME,Goals,Dompet Tunai,9,September,Sunday
2025-09-29,Bonus,12764.78,INCOME,Gaji,Dompet Tunai,9,September,Monday
2025-09-30,Tabungan,134554.67,INCOME,Goals,BCA,9,September,Tuesday
2025-10-03,Freelance Project,49017.44,INCOME,Gaji,BCA,10,October,Friday
2025-10-05,Cashback,88780.74,INCOME,Goals,BCA,10,October,Sunday
2025-10-08,Freelance Project,161667.72,INCOME,Gaji,Gopay,10,October,Wednesday
2025-10-12,Tabungan,69434.44,INCOME,Goals,BCA,10,October,Sunday
2025-10-14,Freelance Project,144845.99,INCOME,Gaji,Dompet Tunai,10,October,Tuesday
2025-10-15,Tabungan,114746.05,INCOME,Goals,Dompet Tunai,10,October,Wednesday
2025-10-16,Cashback,86639.25,INCOME,Goals,BCA,10,October,Thursday
2025-10-17,Gaji Bulanan,44151.69,INCOME,Gaji,Dompet Tunai,10,October,Friday
2025-10-17,Insentif,67072.72,INCOME,Gaji,BCA,10,October,Friday
2025-10-17,Freelance Project,147402.92,INCOME,Gaji,Dompet Tunai,10,October,Friday
2025-10-18,Bunga Bank,40728.24,INCOME,Goals,Gopay,10,October,Saturday
2025-10-18,Cashback,94483.78,INCOME,Goals,BCA,10,October,Saturday
2025-10-22,Insentif,141700.85,INCOME,Gaji,BCA,10,October,Wednesday
2025-10-23,Bunga Bank,105115.95,INCOME,Goals,Dompet Tunai,10,October,Thursday
2025-10-23,Cashback,145340.74,INCOME,Goals,Dompet Tunai,10,October,Thursday
2025-10-27,Cashback,45513.42,INCOME,Goals,BCA,10,October,Monday
2025-10-27,Investasi,131208.11,INCOME,Goals,BCA,10,October,Monday
2025-10-29,Bunga Bank,172731.25,INCOME,Goals,Gopay,10,October,Wednesday
2025-10-30,Cashback,126269.08,INCOME,Goals,Gopay,10,October,Thursday
2025-10-31,Tabungan,37269.62,INCOME,Goals,Gopay,10,October,Friday
2025-11-04,Bunga Bank,84507.61,INCOME,Goals,Dompet Tunai,11,November,Tuesday
2025-11-08,Cashback,165770.96,INCOME,Goals,BCA,11,November,Saturday
2025-11-09,Tabungan,176743.44,INCOME,Goals,BCA,11,November,Sunday
2025-11-10,Cashback,7557.48,INCOME,Goals,Gopay,11,November,Monday
2025-11-11,Freelance Project,69765.92,INCOME,Gaji,Dompet Tunai,11,November,Tuesday
2025-11-13,Insentif,68363.27,INCOME,Gaji,Dompet Tunai,11,November,Thursday
2025-11-13,Investasi,125468.32,INCOME,Goals,Dompet Tunai,11,November,Thursday
2025-11-14,Gaji Bulanan,71955.43,INCOME,Gaji,BCA,11,November,Friday
2025-11-15,Freelance Project,93398.56,INCOME,Gaji,BCA,11,November,Saturday
2025-11-15,Bonus,220908.67,INCOME,Gaji,Gopay,11,November,Saturday
2025-11-17,Investasi,35646.94,INCOME,Goals,Gopay,11,November,Monday
2025-11-19,Investasi,47105.62,INCOME,Goals,Gopay,11,November,Wednesday
2025-11-21,Investasi,187547.89,INCOME,Goals,BCA,11,November,Friday
2025-11-22,Freelance Project,140620.5,INCOME,Gaji,Gopay,11,November,Saturday
2025-11-23,Bonus,95848.91,INCOME,Gaji,BCA,11,November,Sunday
2025-11-26,Bunga Bank,234603.57,INCOME,Goals,Dompet Tunai,11,November,Wednesday
2025-11-27,Gaji Bulanan,252328.23,INCOME,Gaji,BCA,11,November,Thursday
2025-11-28,Cashback,41213.25,INCOME,Goals,BCA,11,November,Friday
2025-11-30,Cashback,157636.8,INCOME,Goals,BCA,11,November,Sunday
2025-11-30,Bunga Bank,151904.63,INCOME,Goals,Dompet Tunai,11,November,Sunday
2025-12-01,Cashback,187410.16,INCOME,Goals,Dompet Tunai,12,December,Monday
2025-12-07,Insentif,46581.48,INCOME,Gaji,Gopay,12,December,Sunday
2025-12-08,Tabungan,236502.77,INCOME,Goals,Dompet Tunai,12,December,Monday
2025-12-09,Investasi,73298.0,INCOME,Goals,Gopay,12,December,Tuesday
2025-12-12,Tabungan,52174.27,INCOME,Goals,Dompet Tunai,12,December,Friday
2025-12-13,Cashback,161158.04,INCOME,Goals,Dompet Tunai,12,December,Saturday
2025-12-14,Freelance Project,7553.21,INCOME,Gaji,BCA,12,December,Sunday
2025-12-14,Insentif,31571.88,INCOME,Gaji,Dompet Tunai,12,December,Sunday
2025-12-15,Freelance Project,120569.94,INCOME,Gaji,Dompet Tunai,12,December,Monday
2025-12-15,Gaji Bulanan,140727.93,INCOME,Gaji,Gopay,12,December,Monday
2025-12-17,Freelance Project,1014.28,INCOME,Gaji,Dompet Tunai,12,December,Wednesday
2025-12-20,Freelance Project,93348.1,INCOME,Gaji,BCA,12,December,Saturday
2025-12-20,Freelance Project,223450.92,INCOME,Gaji,Dompet Tunai,12,December,Saturday
2025-12-22,Investasi,43861.24,INCOME,Goals,BCA,12,December,Monday
2025-12-23,Gaji Bulanan,104179.32,INCOME,Gaji,Dompet Tunai,12,December,Tuesday
2025-12-24,Bunga Bank,235392.14,INCOME,Goals,Dompet Tunai,12,December,Wednesday
2025-12-25,Investasi,227448.1,INCOME,Goals,BCA,12,December,Thursday
2025-12-27,Bonus,10669.67,INCOME,Gaji,BCA,12,December,Saturday
2025-12-27,Bonus,21831.1,INCOME,Gaji,Gopay,12,December,Saturday
2025-12-29,Investasi,132040.45,INCOME,Goals,Dompet Tunai,12,December,Monday
2024-01-01,Transfer Orang Tua,1899159.0,INCOME,Gaji,BCA,1,January,Monday
2024-01-02,Uang Bulanan,1063977.0,INCOME,Gaji,BCA,1,January,Tuesday
2024-01-15,Dana Darurat,183390.0,INCOME,Goals,BCA,1,January,Monday
2024-02-02,Uang Bulanan,2151511.0,INCOME,Gaji,Gopay,2,February,Friday
2024-02-03,Uang Bulanan,1116455.0,INCOME,Gaji,Gopay,2,February,Saturday
2024-02-28,Dana Darurat,119549.0,INCOME,Goals,BCA,2,February,Wednesday
2024-03-01,Kiriman Ortu,2002155.0,INCOME,Gaji,BCA,3,March,Friday
2024-03-02,Uang Bulanan,2159723.0,INCOME,Gaji,Gopay,3,March,Saturday
2024-03-03,Kiriman Ortu,1010379.0,INCOME,Gaji,BCA,3,March,Sunday
2024-03-15,Simpanan Bulanan,139929.0,INCOME,Goals,BCA,3,March,Friday
2024-04-01,Uang Bulanan,2041548.0,INCOME,Gaji,Gopay,4,April,Monday
2024-04-02,Kiriman Ortu,1336528.0,INCOME,Gaji,Gopay,4,April,Tuesday
2024-04-03,Transfer Orang Tua,2399589.0,INCOME,Gaji,BCA,4,April,Wednesday
2024-04-15,Dana Darurat,134742.0,INCOME,Goals,BCA,4,April,Monday
2024-05-01,Kiriman Ortu,1895784.0,INCOME,Gaji,BCA,5,May,Wednesday
2024-05-03,Kiriman Ortu,1143528.0,INCOME,Gaji,Gopay,5,May,Friday
2024-05-15,Simpanan Bulanan,77910.0,INCOME,Goals,BCA,5,May,Wednesday
2024-06-01,Transfer Orang Tua,1170699.0,INCOME,Gaji,Gopay,6,June,Saturday
2024-06-02,Uang Bulanan,2059196.0,INCOME,Gaji,Gopay,6,June,Sunday
2024-07-01,Transfer Orang Tua,2196311.0,INCOME,Gaji,Gopay,7,July,Monday
2024-07-02,Kiriman Ortu,1921584.0,INCOME,Gaji,Gopay,7,July,Tuesday
2024-07-03,Kiriman Ortu,2218751.0,INCOME,Gaji,Gopay,7,July,Wednesday
2024-07-15,Dana Darurat,194463.0,INCOME,Goals,BCA,7,July,Monday
2024-08-03,Uang Bulanan,1844805.0,INCOME,Gaji,BCA,8,August,Saturday
2024-09-02,Uang Bulanan,2360348.0,INCOME,Gaji,BCA,9,September,Monday
2024-09-15,Dana Darurat,161593.0,INCOME,Goals,BCA,9,September,Sunday
2024-10-02,Transfer Orang Tua,2144615.0,INCOME,Gaji,BCA,10,October,Wednesday
2024-10-03,Uang Bulanan,2259417.0,INCOME,Gaji,BCA,10,October,Thursday
2024-10-15,Simpanan Bulanan,191176.0,INCOME,Goals,BCA,10,October,Tuesday
2024-10-28,Dana Darurat,57132.0,INCOME,Goals,BCA,10,October,Monday
2024-11-01,Uang Bulanan,1387162.0,INCOME,Gaji,Gopay,11,November,Friday
2024-12-01,Kiriman Ortu,2278842.0,INCOME,Gaji,Gopay,12,December,Sunday
2024-12-02,Transfer Orang Tua,2388304.0,INCOME,Gaji,BCA,12,December,Monday
2024-12-03,Kiriman Ortu,1496745.0,INCOME,Gaji,Gopay,12,December,Tuesday
2024-12-28,Nabung,93676.0,INCOME,Goals,BCA,12,December,Saturday
2024-01-01,Transfer Ortu,2612326.0,INCOME,Gaji,BCA,1,January,Monday
2024-01-01,Beasiswa,874375.0,INCOME,Gaji,Gopay,1,January,Monday
2024-01-02,Kiriman Papa,1653315.0,INCOME,Gaji,Gopay,1,January,Tuesday
2024-01-02,Uang Saku,1202248.0,INCOME,Gaji,Gopay,1,January,Tuesday
2024-01-15,Dana Darurat,149845.0,INCOME,Goals,BCA,1,January,Monday
2024-01-15,Gaji Part Time,1318730.0,INCOME,Gaji,BCA,1,January,Monday
2024-02-01,Kiriman Mama,2084215.0,INCOME,Gaji,BCA,2,February,Thursday
2024-02-01,Freelance,1445644.0,INCOME,Gaji,Gopay,2,February,Thursday
2024-02-02,Kiriman Ortu,1060970.0,INCOME,Gaji,Gopay,2,February,Friday
2024-02-03,Kiriman Papa,2068656.0,INCOME,Gaji,BCA,2,February,Saturday
2024-02-15,Uang Bulanan,1328495.0,INCOME,Gaji,BCA,2,February,Thursday
2024-02-28,Uang Bulanan,1203227.0,INCOME,Gaji,Gopay,2,February,Wednesday
2024-02-28,Dana Darurat,55380.0,INCOME,Goals,BCA,2,February,Wednesday
2024-03-01,Transfer Ortu,2865925.0,INCOME,Gaji,Gopay,3,March,Friday
2024-03-01,Freelance,1064340.0,INCOME,Gaji,BCA,3,March,Friday
2024-03-02,Kiriman Ortu,1355139.0,INCOME,Gaji,BCA,3,March,Saturday
2024-03-02,Kiriman Papa,2296279.0,INCOME,Gaji,Gopay,3,March,Saturday
2024-03-15,Honor Kerja,1199256.0,INCOME,Gaji,Gopay,3,March,Friday
2024-03-28,Dana Darurat,72086.0,INCOME,Goals,BCA,3,March,Thursday
2024-03-28,Simpanan,111060.0,INCOME,Goals,BCA,3,March,Thursday
2024-03-28,Honor Kerja,1138963.0,INCOME,Gaji,BCA,3,March,Thursday
2024-04-01,Kiriman Ortu,838729.0,INCOME,Gaji,BCA,4,April,Monday
2024-04-01,Gaji Part Time,1361689.0,INCOME,Gaji,BCA,4,April,Monday
2024-04-02,Beasiswa,1464772.0,INCOME,Gaji,Gopay,4,April,Tuesday
2024-04-02,Transfer Ortu,2422214.0,INCOME,Gaji,BCA,4,April,Tuesday
2024-04-03,Kiriman Mama,1565302.0,INCOME,Gaji,Gopay,4,April,Wednesday
2024-04-28,Gaji Part Time,1042401.0,INCOME,Gaji,BCA,4,April,Sunday
2024-04-28,Dana Darurat,57903.0,INCOME,Goals,BCA,4,April,Sunday
2024-05-01,Kiriman Ortu,1122163.0,INCOME,Gaji,Gopay,5,May,Wednesday
2024-05-01,Kiriman Mama,2216173.0,INCOME,Gaji,BCA,5,May,Wednesday
2024-05-01,Honor Kerja,1041770.0,INCOME,Gaji,Gopay,5,May,Wednesday
2024-05-03,Uang Bulanan,1521126.0,INCOME,Gaji,Gopay,5,May,Friday
2024-05-15,Gaji Part Time,1395643.0,INCOME,Gaji,Gopay,5,May,Wednesday
2024-05-15,Nabung,90186.0,INCOME,Goals,BCA,5,May,Wednesday
2024-05-28,Dana Darurat,55462.0,INCOME,Goals,BCA,5,May,Tuesday
2024-06-02,Transfer Ortu,2728448.0,INCOME,Gaji,Gopay,6,June,Sunday
2024-06-03,Kiriman Mama,2315468.0,INCOME,Gaji,Gopay,6,June,Monday
2024-06-15,Nabung,51237.0,INCOME,Goals,BCA,6,June,Saturday
2024-06-28,Transfer Ortu,1113928.0,INCOME,Gaji,BCA,6,June,Friday
2024-06-28,Simpanan,42702.0,INCOME,Goals,BCA,6,June,Friday
2024-06-28,Nabung,79160.0,INCOME,Goals,BCA,6,June,Friday
2024-07-01,Transfer Ortu,2958839.0,INCOME,Gaji,BCA,7,July,Monday
2024-07-01,Beasiswa,1069534.0,INCOME,Gaji,BCA,7,July,Monday
2024-07-01,Freelance,896957.0,INCOME,Gaji,Gopay,7,July,Monday
2024-07-02,Transfer Ortu,2152474.0,INCOME,Gaji,BCA,7,July,Tuesday
2024-07-03,Uang Bulanan,2177876.0,INCOME,Gaji,Gopay,7,July,Wednesday
2024-07-15,Uang Bulanan,1306856.0,INCOME,Gaji,Gopay,7,July,Monday
2024-07-28,Nabung,98356.0,INCOME,Goals,BCA,7,July,Sunday
2024-07-28,Gaji Part Time,1292903.0,INCOME,Gaji,BCA,7,July,Sunday
2024-08-02,Kiriman Papa,2521134.0,INCOME,Gaji,BCA,8,August,Friday
2024-08-02,Beasiswa,1438896.0,INCOME,Gaji,Gopay,8,August,Friday
2024-08-15,Freelance,1222358.0,INCOME,Gaji,Gopay,8,August,Thursday
2024-08-15,Simpanan,78003.0,INCOME,Goals,BCA,8,August,Thursday
2024-08-28,Simpanan,38028.0,INCOME,Goals,BCA,8,August,Wednesday
2024-08-28,Nabung,55306.0,INCOME,Goals,BCA,8,August,Wednesday
2024-08-28,Gaji Part Time,1425228.0,INCOME,Gaji,BCA,8,August,Wednesday
2024-09-01,Uang Bulanan,827872.0,INCOME,Gaji,Gopay,9,September,Sunday
2024-09-01,Beasiswa,824111.0,INCOME,Gaji,BCA,9,September,Sunday
2024-09-02,Kiriman Papa,1508468.0,INCOME,Gaji,Gopay,9,September,Monday
2024-09-02,Kiriman Ortu,1340687.0,INCOME,Gaji,BCA,9,September,Monday
2024-09-15,Transfer Ortu,1039602.0,INCOME,Gaji,BCA,9,September,Sunday
2024-09-15,Dana Darurat,68419.0,INCOME,Goals,BCA,9,September,Sunday
2024-09-28,Transfer Ortu,1197731.0,INCOME,Gaji,BCA,9,September,Saturday
2024-10-01,Uang Bulanan,913712.0,INCOME,Gaji,Gopay,10,October,Tuesday
2024-10-01,Kiriman Papa,2814170.0,INCOME,Gaji,Gopay,10,October,Tuesday
2024-10-02,Kiriman Papa,1872386.0,INCOME,Gaji,BCA,10,October,Wednesday
2024-10-02,Uang Saku,1313130.0,INCOME,Gaji,BCA,10,October,Wednesday
2024-10-03,Transfer Ortu,1679818.0,INCOME,Gaji,BCA,10,October,Thursday
2024-10-28,Gaji Part Time,1038950.0,INCOME,Gaji,Gopay,10,October,Monday
2024-11-01,Gaji Part Time,1029164.0,INCOME,Gaji,Gopay,11,November,Friday
2024-11-02,Transfer Ortu,2974435.0,INCOME,Gaji,BCA,11,November,Saturday
2024-11-15,Nabung,34423.0,INCOME,Goals,BCA,11,November,Friday
2024-11-15,Nabung,78066.0,INCOME,Goals,BCA,11,November,Friday
2024-11-15,Uang Bulanan,1358390.0,INCOME,Gaji,BCA,11,November,Friday
2024-11-28,Dana Darurat,32771.0,INCOME,Goals,BCA,11,November,Thursday
2024-11-28,Simpanan,75940.0,INCOME,Goals,BCA,11,November,Thursday
2024-12-01,Uang Bulanan,1502371.0,INCOME,Gaji,BCA,12,December,Sunday
2024-12-01,Honor Kerja,1230156.0,INCOME,Gaji,BCA,12,December,Sunday
2024-12-15,Dana Darurat,30620.0,INCOME,Goals,BCA,12,December,Sunday
