Date,Description,Amount,Transaction_Type,Category,Account_Name,Month,Month_Name,Day_of_Week
2025-07-06,Cemilan,12173.07,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Sunday
2025-07-06,Cashback,152411.12,INCOME,Goals,Gopay,7,July,Sunday
2025-07-06,Gofood,15600.68,EXPENSE,Makan & Minum,Gopay,7,July,Sunday
2025-07-06,Bunga Bank,2515.05,INCOME,Goals,BCA,7,July,Sunday
2025-07-06,Biaya Admin,12878.13,EXPENSE,Lain-lain,Gopay,7,July,Sunday
2025-07-06,Air,10279.4,EXPENSE,Tagihan,Dompet Tunai,7,July,Sunday
2025-07-07,BPJS,1421.23,EXPENSE,Tagihan,Dompet Tunai,7,July,Monday
2025-07-07,Tissue,7053.63,EXPENSE,Belanja,Gopay,7,July,Monday
2025-07-07,Streaming,6590.45,EXPENSE,Hiburan,Gopay,7,July,Monday
2025-07-07,Jajan Sore,5344.78,EXPENSE,Makan & Minum,BCA,7,July,Monday
2025-07-08,Bonus,182199.91,INCOME,Gaji,Dompet Tunai,7,July,Tuesday
2025-07-08,Lain-lain,17626.93,EXPENSE,Lain-lain,BCA,7,July,Tuesday
2025-07-08,Belanja Mingguan,17338.67,EXPENSE,Belanja,Dompet Tunai,7,July,Tuesday
2025-07-08,Pulsa,9727.48,EXPENSE,Tagihan,Gopay,7,July,Tuesday
2025-07-08,Lain-lain,14529.19,EXPENSE,Lain-lain,BCA,7,July,Tuesday
2025-07-08,Insentif,288724.05,INCOME,Gaji,Gopay,7,July,Tuesday
2025-07-08,Kopi Pagi,2260.95,EXPENSE,Makan & Minum,Gopay,7,July,Tuesday
2025-07-08,Tabungan,301345.76,INCOME,Goals,Gopay,7,July,Tuesday
2025-07-09,Pulsa,707.91,EXPENSE,Tagihan,Gopay,7,July,Wednesday
2025-07-09,Biaya Admin,18167.82,EXPENSE,Lain-lain,Dompet Tunai,7,July,Wednesday
2025-07-09,Main Ke Mall,674.53,EXPENSE,Hiburan,Dompet Tunai,7,July,Wednesday
2025-07-09,Cashback,96762.6,INCOME,Goals,Dompet Tunai,7,July,Wednesday
2025-07-09,Top up Game,4435.15,EXPENSE,Hiburan,Gopay,7,July,Wednesday
2025-07-09,Indomaret,14087.36,EXPENSE,Belanja,Dompet Tunai,7,July,Wednesday
2025-07-09,Makan Malam,8125.51,EXPENSE,Makan & Minum,BCA,7,July,Wednesday
2025-07-09,Lain-lain,9163.92,EXPENSE,Lain-lain,Gopay,7,July,Wednesday
2025-07-09,Main Ke Mall,6245.77,EXPENSE,Hiburan,Gopay,7,July,Wednesday
2025-07-09,Bioskop,14796.85,EXPENSE,Hiburan,Gopay,7,July,Wednesday
2025-07-09,Kopi Pagi,13736.55,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Wednesday
2025-07-10,Top up Game,1011.87,EXPENSE,Hiburan,Dompet Tunai,7,July,Thursday
2025-07-10,Alfamart,7142.81,EXPENSE,Belanja,BCA,7,July,Thursday
2025-07-10,Makan Siang,15052.57,EXPENSE,Makan & Minum,BCA,7,July,Thursday
2025-07-10,Biaya Admin,14808.78,EXPENSE,Lain-lain,BCA,7,July,Thursday
2025-07-10,Listrik,14867.81,EXPENSE,Tagihan,Dompet Tunai,7,July,Thursday
2025-07-10,Makan Siang,2406.07,EXPENSE,Makan & Minum,Gopay,7,July,Thursday
2025-07-11,Kebutuhan Pokok,13097.64,EXPENSE,Belanja,Gopay,7,July,Friday
2025-07-11,Makan Siang,2889.72,EXPENSE,Makan & Minum,Gopay,7,July,Friday
2025-07-11,Bioskop,18422.46,EXPENSE,Hiburan,Gopay,7,July,Friday
2025-07-11,Cemilan,17876.34,EXPENSE,Makan & Minum,BCA,7,July,Friday
2025-07-11,Parkir,12010.23,EXPENSE,Tagihan,BCA,7,July,Friday
2025-07-11,Makan Malam,9932.47,EXPENSE,Makan & Minum,BCA,7,July,Friday
2025-07-11,Cemilan,31.42,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Friday
2025-07-11,Kopi Pagi,10863.05,EXPENSE,Makan & Minum,BCA,7,July,Friday
2025-07-11,Jajan Sore,9234.28,EXPENSE,Makan & Minum,Gopay,7,July,Friday
2025-07-11,Iuran Bulanan,18799.88,EXPENSE,Tagihan,BCA,7,July,Friday
2025-07-12,Main Ke Mall,9528.9,EXPENSE,Hiburan,Dompet Tunai,7,July,Saturday
2025-07-12,Lain-lain,9805.56,EXPENSE,Lain-lain,Gopay,7,July,Saturday
2025-07-12,Cemilan,301.06,EXPENSE,Makan & Minum,Gopay,7,July,Saturday
2025-07-12,Indomaret,17346.89,EXPENSE,Belanja,Dompet Tunai,7,July,Saturday
2025-07-13,Lain-lain,10264.86,EXPENSE,Lain-lain,Gopay,7,July,Sunday
2025-07-13,Biaya Admin,17274.22,EXPENSE,Lain-lain,Dompet Tunai,7,July,Sunday
2025-07-13,Lain-lain,1429.26,EXPENSE,Lain-lain,Gopay,7,July,Sunday
2025-07-13,Makan Siang,18556.96,EXPENSE,Makan & Minum,Gopay,7,July,Sunday
2025-07-13,Biaya Admin,18583.68,EXPENSE,Lain-lain,BCA,7,July,Sunday
2025-07-14,Internet,3361.5,EXPENSE,Tagihan,BCA,7,July,Monday
2025-07-14,Lain-lain,12253.81,EXPENSE,Lain-lain,BCA,7,July,Monday
2025-07-14,Kopi Pagi,10746.73,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Monday
2025-07-14,Lain-lain,729.13,EXPENSE,Lain-lain,BCA,7,July,Monday
2025-07-14,Top up Game,10919.66,EXPENSE,Hiburan,Dompet Tunai,7,July,Monday
2025-07-14,Top up Game,17562.86,EXPENSE,Hiburan,Dompet Tunai,7,July,Monday
2025-07-14,Biaya Admin,15815.72,EXPENSE,Lain-lain,Dompet Tunai,7,July,Monday
2025-07-14,Biaya Admin,14941.64,EXPENSE,Lain-lain,BCA,7,July,Monday
2025-07-15,Cemilan,1891.3,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Tuesday
2025-07-15,Streaming,7325.01,EXPENSE,Hiburan,Dompet Tunai,7,July,Tuesday
2025-07-15,Streaming,570.76,EXPENSE,Hiburan,Dompet Tunai,7,July,Tuesday
2025-07-16,Internet,15954.78,EXPENSE,Tagihan,Dompet Tunai,7,July,Wednesday
2025-07-16,Kebutuhan Pokok,4316.24,EXPENSE,Belanja,BCA,7,July,Wednesday
2025-07-16,Lain-lain,7812.34,EXPENSE,Lain-lain,Gopay,7,July,Wednesday
2025-07-16,Makan Siang,2246.5,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Wednesday
2025-07-16,Tabungan,138679.77,INCOME,Goals,BCA,7,July,Wednesday
2025-07-17,Internet,2469.25,EXPENSE,Tagihan,BCA,7,July,Thursday
2025-07-17,Lain-lain,13946.07,EXPENSE,Lain-lain,Gopay,7,July,Thursday
2025-07-17,Alfamart,17649.41,EXPENSE,Belanja,Gopay,7,July,Thursday
2025-07-18,Top up Game,14347.37,EXPENSE,Hiburan,BCA,7,July,Friday
2025-07-18,Indomaret,2296.74,EXPENSE,Belanja,BCA,7,July,Friday
2025-07-18,Sabun,6171.08,EXPENSE,Belanja,Dompet Tunai,7,July,Friday
2025-07-19,Iuran Bulanan,7542.59,EXPENSE,Tagihan,BCA,7,July,Saturday
2025-07-19,Lain-lain,19106.26,EXPENSE,Lain-lain,Dompet Tunai,7,July,Saturday
2025-07-19,Cemilan,4188.52,EXPENSE,Makan & Minum,Gopay,7,July,Saturday
2025-07-19,Listrik,9261.0,EXPENSE,Tagihan,BCA,7,July,Saturday
2025-07-19,Jajan Sore,17760.26,EXPENSE,Makan & Minum,BCA,7,July,Saturday
2025-07-19,Gaji Bulanan,128828.96,INCOME,Gaji,Gopay,7,July,Saturday
2025-07-19,Kebutuhan Pokok,13358.49,EXPENSE,Belanja,Gopay,7,July,Saturday
2025-07-19,Lain-lain,6173.27,EXPENSE,Lain-lain,Dompet Tunai,7,July,Saturday
2025-07-19,Gaji Bulanan,124085.27,INCOME,Gaji,Gopay,7,July,Saturday
2025-07-19,Bioskop,1442.17,EXPENSE,Hiburan,Gopay,7,July,Saturday
2025-07-19,Insentif,218738.66,INCOME,Gaji,Gopay,7,July,Saturday
2025-07-20,Biaya Admin,18063.03,EXPENSE,Lain-lain,Gopay,7,July,Sunday
2025-07-20,Bioskop,6889.57,EXPENSE,Hiburan,Gopay,7,July,Sunday
2025-07-20,Kebutuhan Pokok,6079.85,EXPENSE,Belanja,BCA,7,July,Sunday
2025-07-20,Makan Siang,9116.48,EXPENSE,Makan & Minum,BCA,7,July,Sunday
2025-07-20,Bunga Bank,132353.74,INCOME,Goals,BCA,7,July,Sunday
2025-07-20,Biaya Admin,419.35,EXPENSE,Lain-lain,BCA,7,July,Sunday
2025-07-20,Gofood,709.78,EXPENSE,Makan & Minum,BCA,7,July,Sunday
2025-07-20,Lain-lain,7559.83,EXPENSE,Lain-lain,BCA,7,July,Sunday
2025-07-20,Top up Game,8068.47,EXPENSE,Hiburan,Gopay,7,July,Sunday
2025-07-20,Kopi Pagi,2334.42,EXPENSE,Makan & Minum,Gopay,7,July,Sunday
2025-07-21,Streaming,1128.87,EXPENSE,Hiburan,Dompet Tunai,7,July,Monday
2025-07-21,BPJS,14183.93,EXPENSE,Tagihan,BCA,7,July,Monday
2025-07-21,Kebutuhan Pokok,2704.31,EXPENSE,Belanja,Dompet Tunai,7,July,Monday
2025-07-21,Jajan Sore,10284.89,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Monday
2025-07-21,Kopi Pagi,9134.68,EXPENSE,Makan & Minum,BCA,7,July,Monday
2025-07-22,Parkir,17551.74,EXPENSE,Tagihan,BCA,7,July,Tuesday
2025-07-22,Kopi Pagi,2747.46,EXPENSE,Makan & Minum,Gopay,7,July,Tuesday
2025-07-22,Lain-lain,9218.47,EXPENSE,Lain-lain,BCA,7,July,Tuesday
2025-07-23,Gofood,16075.49,EXPENSE,Makan & Minum,BCA,7,July,Wednesday
2025-07-23,Sabun,16401.48,EXPENSE,Belanja,BCA,7,July,Wednesday
2025-07-23,Listrik,17022.26,EXPENSE,Tagihan,Gopay,7,July,Wednesday
2025-07-23,Gofood,13011.41,EXPENSE,Makan & Minum,Gopay,7,July,Wednesday
2025-07-23,Jajan Sore,12790.89,EXPENSE,Makan & Minum,BCA,7,July,Wednesday
2025-07-23,Streaming,1653.61,EXPENSE,Hiburan,Gopay,7,July,Wednesday
2025-07-23,Makan Malam,7293.68,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Wednesday
2025-07-23,Top up Game,1808.95,EXPENSE,Hiburan,BCA,7,July,Wednesday
2025-07-23,Tabungan,48359.63,INCOME,Goals,BCA,7,July,Wednesday
2025-07-23,Lain-lain,615.13,EXPENSE,Lain-lain,Gopay,7,July,Wednesday
2025-07-23,Tissue,19053.65,EXPENSE,Belanja,BCA,7,July,Wednesday
2025-07-23,Lain-lain,14206.7,EXPENSE,Lain-lain,Dompet Tunai,7,July,Wednesday
2025-07-24,Tissue,7132.51,EXPENSE,Belanja,Dompet Tunai,7,July,Thursday
2025-07-24,Warung Nasi,12076.34,EXPENSE,Makan & Minum,Gopay,7,July,Thursday
2025-07-24,Listrik,18747.02,EXPENSE,Tagihan,BCA,7,July,Thursday
2025-07-24,Kopi Pagi,1637.82,EXPENSE,Makan & Minum,BCA,7,July,Thursday
2025-07-24,Tissue,2022.79,EXPENSE,Belanja,BCA,7,July,Thursday
2025-07-24,Sabun,15758.15,EXPENSE,Belanja,Gopay,7,July,Thursday
2025-07-24,Makan Siang,2800.91,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Thursday
2025-07-24,Main Ke Mall,17419.85,EXPENSE,Hiburan,Gopay,7,July,Thursday
2025-07-25,Cemilan,17538.28,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Friday
2025-07-25,Indomaret,16142.74,EXPENSE,Belanja,Gopay,7,July,Friday
2025-07-25,Biaya Admin,13495.11,EXPENSE,Lain-lain,Dompet Tunai,7,July,Friday
2025-07-25,Cemilan,14250.07,EXPENSE,Makan & Minum,Gopay,7,July,Friday
2025-07-26,Pulsa,7639.64,EXPENSE,Tagihan,BCA,7,July,Saturday
2025-07-26,Warung Nasi,12248.51,EXPENSE,Makan & Minum,Gopay,7,July,Saturday
2025-07-26,Lain-lain,5320.55,EXPENSE,Lain-lain,BCA,7,July,Saturday
2025-07-26,Warung Nasi,12941.95,EXPENSE,Makan & Minum,Gopay,7,July,Saturday
2025-07-26,Bioskop,4773.07,EXPENSE,Hiburan,BCA,7,July,Saturday
2025-07-26,Alfamart,8256.44,EXPENSE,Belanja,Gopay,7,July,Saturday
2025-07-26,Investasi,223898.38,INCOME,Goals,Gopay,7,July,Saturday
2025-07-27,Kebutuhan Pokok,12583.36,EXPENSE,Belanja,BCA,7,July,Sunday
2025-07-27,Belanja Mingguan,10389.19,EXPENSE,Belanja,Gopay,7,July,Sunday
2025-07-27,Lain-lain,6198.8,EXPENSE,Lain-lain,Gopay,7,July,Sunday
2025-07-27,Jajan Sore,12085.53,EXPENSE,Makan & Minum,Gopay,7,July,Sunday
2025-07-27,Iuran Bulanan,2122.05,EXPENSE,Tagihan,Dompet Tunai,7,July,Sunday
2025-07-27,Gaji Bulanan,115132.4,INCOME,Gaji,Gopay,7,July,Sunday
2025-07-27,Lain-lain,5612.07,EXPENSE,Lain-lain,Gopay,7,July,Sunday
2025-07-27,Tabungan,14409.77,INCOME,Goals,Dompet Tunai,7,July,Sunday
2025-07-28,Biaya Admin,13984.68,EXPENSE,Lain-lain,Gopay,7,July,Monday
2025-07-28,Makan Malam,9095.79,EXPENSE,Makan & Minum,Gopay,7,July,Monday
2025-07-28,Makan Siang,7556.6,EXPENSE,Makan & Minum,BCA,7,July,Monday
2025-07-28,Indomaret,9393.82,EXPENSE,Belanja,Gopay,7,July,Monday
2025-07-28,Top up Game,3516.29,EXPENSE,Hiburan,Dompet Tunai,7,July,Monday
2025-07-28,Tabungan,17381.75,INCOME,Goals,BCA,7,July,Monday
2025-07-28,Sabun,11283.95,EXPENSE,Belanja,Gopay,7,July,Monday
2025-07-28,Biaya Admin,11689.73,EXPENSE,Lain-lain,Gopay,7,July,Monday
2025-07-29,Jajan Sore,11011.28,EXPENSE,Makan & Minum,Dompet Tunai,7,July,Tuesday
2025-07-29,Lain-lain,15697.22,EXPENSE,Lain-lain,Dompet Tunai,7,July,Tuesday
2025-07-29,Kebutuhan Pokok,15394.34,EXPENSE,Belanja,BCA,7,July,Tuesday
2025-07-29,Top up Game,17746.39,EXPENSE,Hiburan,Dompet Tunai,7,July,Tuesday
2025-07-29,Biaya Admin,12306.93,EXPENSE,Lain-lain,Gopay,7,July,Tuesday
2025-07-29,Lain-lain,1807.59,EXPENSE,Lain-lain,BCA,7,July,Tuesday
2025-07-29,Alfamart,18939.21,EXPENSE,Belanja,Dompet Tunai,7,July,Tuesday
2025-07-30,Belanja Mingguan,14987.46,EXPENSE,Belanja,Gopay,7,July,Wednesday
2025-07-30,Streaming,18292.12,EXPENSE,Hiburan,Gopay,7,July,Wednesday
2025-07-30,Kopi Pagi,5669.72,EXPENSE,Makan & Minum,Gopay,7,July,Wednesday
2025-07-30,Jajan Sore,11955.43,EXPENSE,Makan & Minum,Gopay,7,July,Wednesday
2025-07-31,Listrik,17679.71,EXPENSE,Tagihan,BCA,7,July,Thursday
2025-07-31,Makan Malam,9108.32,EXPENSE,Makan & Minum,Gopay,7,July,Thursday
2025-07-31,Main Ke Mall,14284.37,EXPENSE,Hiburan,Dompet Tunai,7,July,Thursday
2025-07-31,Gaji Bulanan,18931.45,INCOME,Gaji,Dompet Tunai,7,July,Thursday
2025-07-31,Gaji Bulanan,256997.29,INCOME,Gaji,Dompet Tunai,7,July,Thursday
2025-07-31,BPJS,854.04,EXPENSE,Tagihan,Gopay,7,July,Thursday
2025-07-31,Lain-lain,6929.34,EXPENSE,Lain-lain,Dompet Tunai,7,July,Thursday
2025-07-31,Biaya Admin,12801.47,EXPENSE,Lain-lain,Gopay,7,July,Thursday
2025-07-31,Belanja Mingguan,16193.75,EXPENSE,Belanja,BCA,7,July,Thursday
2025-08-01,Belanja Mingguan,105.0,EXPENSE,Belanja,Gopay,8,August,Friday
2025-08-01,Bioskop,14562.48,EXPENSE,Hiburan,Gopay,8,August,Friday
2025-08-01,Cemilan,18354.22,EXPENSE,Makan & Minum,Gopay,8,August,Friday
2025-08-01,Alfamart,2929.25,EXPENSE,Belanja,Gopay,8,August,Friday
2025-08-01,Top up Game,12574.83,EXPENSE,Hiburan,Dompet Tunai,8,August,Friday
2025-08-01,Cashback,46114.13,INCOME,Goals,Gopay,8,August,Friday
2025-08-01,Biaya Admin,17342.64,EXPENSE,Lain-lain,BCA,8,August,Friday
2025-08-01,BPJS,13388.68,EXPENSE,Tagihan,Gopay,8,August,Friday
2025-08-01,Gaji Bulanan,169104.93,INCOME,Gaji,Gopay,8,August,Friday
2025-08-02,Jajan Sore,16767.87,EXPENSE,Makan & Minum,BCA,8,August,Saturday
2025-08-02,Pulsa,17295.57,EXPENSE,Tagihan,BCA,8,August,Saturday
2025-08-02,Gofood,3121.83,EXPENSE,Makan & Minum,Gopay,8,August,Saturday
2025-08-02,Gaji Bulanan,150535.06,INCOME,Gaji,Dompet Tunai,8,August,Saturday
2025-08-02,Alfamart,9738.21,EXPENSE,Belanja,BCA,8,August,Saturday
2025-08-02,Gofood,8464.99,EXPENSE,Makan & Minum,Gopay,8,August,Saturday
2025-08-02,Parkir,15950.43,EXPENSE,Tagihan,Dompet Tunai,8,August,Saturday
2025-08-03,Bioskop,10176.85,EXPENSE,Hiburan,Gopay,8,August,Sunday
2025-08-03,Alfamart,2208.25,EXPENSE,Belanja,Dompet Tunai,8,August,Sunday
2025-08-03,Lain-lain,4647.73,EXPENSE,Lain-lain,Gopay,8,August,Sunday
2025-08-03,Internet,8444.67,EXPENSE,Tagihan,BCA,8,August,Sunday
2025-08-03,Lain-lain,4905.02,EXPENSE,Lain-lain,Gopay,8,August,Sunday
2025-08-03,Alfamart,4522.27,EXPENSE,Belanja,Dompet Tunai,8,August,Sunday
2025-08-04,Makan Malam,11035.25,EXPENSE,Makan & Minum,Dompet Tunai,8,August,Monday
2025-08-04,Internet,17376.82,EXPENSE,Tagihan,Gopay,8,August,Monday
2025-08-04,Main Ke Mall,3797.41,EXPENSE,Hiburan,BCA,8,August,Monday
2025-08-04,Main Ke Mall,10222.52,EXPENSE,Hiburan,Dompet Tunai,8,August,Monday
2025-08-05,Parkir,4869.68,EXPENSE,Tagihan,BCA,8,August,Tuesday
2025-08-05,Lain-lain,16216.67,EXPENSE,Lain-lain,Dompet Tunai,8,August,Tuesday
2025-08-05,Lain-lain,1293.11,EXPENSE,Lain-lain,BCA,8,August,Tuesday
2025-08-05,Bunga Bank,56791.0,INCOME,Goals,BCA,8,August,Tuesday
2025-08-05,Bonus,172129.47,INCOME,Gaji,Gopay,8,August,Tuesday
2025-08-05,Internet,11136.38,EXPENSE,Tagihan,Gopay,8,August,Tuesday
2025-08-05,Biaya Admin,6669.6,EXPENSE,Lain-lain,Dompet Tunai,8,August,Tuesday
2025-08-06,Freelance Project,39796.51,INCOME,Gaji,BCA,8,August,Wednesday
2025-08-06,Top up Game,4465.51,EXPENSE,Hiburan,Gopay,8,August,Wednesday
2025-08-06,Top up Game,1951.49,EXPENSE,Hiburan,BCA,8,August,Wednesday
2025-08-06,Cemilan,7021.27,EXPENSE,Makan & Minum,Dompet Tunai,8,August,Wednesday
2025-08-06,Indomaret,14050.51,EXPENSE,Belanja,BCA,8,August,Wednesday
2025-08-07,Bioskop,7885.37,EXPENSE,Hiburan,BCA,8,August,Thursday
2025-08-07,Air,3415.65,EXPENSE,Tagihan,Dompet Tunai,8,August,Thursday
2025-08-07,BPJS,1812.02,EXPENSE,Tagihan,Gopay,8,August,Thursday
2025-08-07,Tissue,12042.71,EXPENSE,Belanja,BCA,8,August,Thursday
2025-08-07,Main Ke Mall,11786.71,EXPENSE,Hiburan,Gopay,8,August,Thursday
2025-08-07,Sabun,15604.96,EXPENSE,Belanja,BCA,8,August,Thursday
2025-08-07,Iuran Bulanan,7314.4,EXPENSE,Tagihan,Gopay,8,August,Thursday
2025-08-07,Jajan Sore,4020.02,EXPENSE,Makan & Minum,Dompet Tunai,8,August,Thursday
2025-08-07,Listrik,8685.0,EXPENSE,Tagihan,BCA,8,August,Thursday
2025-08-08,Pulsa,11227.91,EXPENSE,Tagihan,Dompet Tunai,8,August,Friday
2025-08-08,Iuran Bulanan,6957.84,EXPENSE,Tagihan,Dompet Tunai,8,August,Friday
2025-08-08,Kopi Pagi,9176.42,EXPENSE,Makan & Minum,Gopay,8,August,Friday
2025-08-08,Iuran Bulanan,258.77,EXPENSE,Tagihan,BCA,8,August,Friday
2025-08-08,Iuran Bulanan,7602.71,EXPENSE,Tagihan,BCA,8,August,Friday
2025-08-08,Kebutuhan Pokok,12152.85,EXPENSE,Belanja,Gopay,8,August,Friday
2025-08-09,Biaya Admin,9565.17,EXPENSE,Lain-lain,BCA,8,August,Saturday
2025-08-09,Biaya Admin,2641.09,EXPENSE,Lain-lain,Gopay,8,August,Saturday
2025-08-09,Lain-lain,8818.28,EXPENSE,Lain-lain,Dompet Tunai,8,August,Saturday
2025-08-09,Biaya Admin,9520.22,EXPENSE,Lain-lain,BCA,8,August,Saturday
2025-08-09,Streaming,10691.42,EXPENSE,Hiburan,Dompet Tunai,8,August,Saturday
2025-08-09,Tissue,14950.3,EXPENSE,Belanja,Dompet Tunai,8,August,Saturday
2025-08-09,Listrik,1703.39,EXPENSE,Tagihan,BCA,8,August,Saturday
2025-08-09,Insentif,74822.24,INCOME,Gaji,Gopay,8,August,Saturday
2025-08-10,Sabun,13182.23,EXPENSE,Belanja,Gopay,8,August,Sunday
2025-08-10,Iuran Bulanan,5753.76,EXPENSE,Tagihan,Gopay,8,August,Sunday
2025-08-10,Parkir,14602.32,EXPENSE,Tagihan,Gopay,8,August,Sunday
2025-08-10,Warung Nasi,16972.88,EXPENSE,Makan & Minum,Gopay,8,August,Sunday
2025-08-11,Bioskop,7691.1,EXPENSE,Hiburan,BCA,8,August,Monday
2025-08-11,Lain-lain,4990.95,EXPENSE,Lain-lain,BCA,8,August,Monday
2025-08-11,Bioskop,10760.35,EXPENSE,Hiburan,Gopay,8,August,Monday
2025-08-11,Pulsa,14978.41,EXPENSE,Tagihan,Dompet Tunai,8,August,Monday
2025-08-12,Tissue,2060.57,EXPENSE,Belanja,BCA,8,August,Tuesday
2025-08-12,Kebutuhan Pokok,17387.97,EXPENSE,Belanja,Dompet Tunai,8,August,Tuesday
2025-08-12,Main Ke Mall,4649.97,EXPENSE,Hiburan,Dompet Tunai,8,August,Tuesday
2025-08-12,Biaya Admin,89.19,EXPENSE,Lain-lain,BCA,8,August,Tuesday
2025-08-12,Biaya Admin,11234.14,EXPENSE,Lain-lain,Dompet Tunai,8,August,Tuesday
2025-08-12,Cemilan,19256.55,EXPENSE,Makan & Minum,Gopay,8,August,Tuesday
2025-08-12,Biaya Admin,16610.85,EXPENSE,Lain-lain,Dompet Tunai,8,August,Tuesday
2025-08-13,Kebutuhan Pokok,18831.99,EXPENSE,Belanja,Gopay,8,August,Wednesday
2025-08-13,Air,5376.59,EXPENSE,Tagihan,Dompet Tunai,8,August,Wednesday
2025-08-13,Streaming,14405.99,EXPENSE,Hiburan,Gopay,8,August,Wednesday
2025-08-13,Makan Siang,4647.96,EXPENSE,Makan & Minum,BCA,8,August,Wednesday
2025-08-13,Kebutuhan Pokok,16084.27,EXPENSE,Belanja,Gopay,8,August,Wednesday
2025-08-13,Lain-lain,16966.75,EXPENSE,Lain-lain,Gopay,8,August,Wednesday
2025-08-13,Warung Nasi,16966.9,EXPENSE,Makan & Minum,BCA,8,August,Wednesday
2025-08-13,Main Ke Mall,2072.89,EXPENSE,Hiburan,Gopay,8,August,Wednesday
2025-08-13,Top up Game,12984.33,EXPENSE,Hiburan,BCA,8,August,Wednesday
2025-08-14,Pulsa,9913.27,EXPENSE,Tagihan,Gopay,8,August,Thursday
2025-08-14,Iuran Bulanan,2187.09,EXPENSE,Tagihan,BCA,8,August,Thursday
2025-08-14,Investasi,133487.03,INCOME,Goals,BCA,8,August,Thursday
2025-08-14,Insentif,216602.46,INCOME,Gaji,Gopay,8,August,Thursday
2025-08-14,Makan Malam,324.71,EXPENSE,Makan & Minum,BCA,8,August,Thursday
2025-08-15,Indomaret,7086.98,EXPENSE,Belanja,BCA,8,August,Friday
2025-08-15,BPJS,1748.92,EXPENSE,Tagihan,Dompet Tunai,8,August,Friday
2025-08-15,Lain-lain,17898.71,EXPENSE,Lain-lain,Dompet Tunai,8,August,Friday
2025-08-15,Kebutuhan Pokok,16298.94,EXPENSE,Belanja,Gopay,8,August,Friday
2025-08-15,Jajan Sore,16884.69,EXPENSE,Makan & Minum,Gopay,8,August,Friday
2025-08-15,Gaji Bulanan,233267.01,INCOME,Gaji,Gopay,8,August,Friday
