Date,Description,Amount,Transaction_Type,Category,Account_Name
2024-01-26,Mie Ayam,48590.0,EXPENSE,Makan & Minum,Gopay
2024-01-26,Fotokopi,2797.0,EXPENSE,Lain-lain,Dompet Tunai
2024-01-27,Warung Nasi,48317.0,EXPENSE,Makan & Minum,BCA
2024-01-27,Kopi,24876.0,EXPENSE,Makan & Minum,Gopay
2024-01-27,Alfamart,10120.0,EXPENSE,Belanja,Gopay
2024-01-28,Kopi,21005.0,EXPENSE,Makan & Minum,Gopay
2024-01-28,Mie Ayam,11507.0,EXPENSE,Makan & Minum,Gopay
2024-01-28,Cilok,18461.0,EXPENSE,Belanja,Gopay
2024-01-29,Bensin,28624.0,EXPENSE,Tagihan,Dompet Tunai
2024-01-29,Es Teh,17867.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-01-29,Indomaret Snack,23060.0,EXPENSE,Makan & Minum,Gopay
2024-01-30,Warung Nasi,25956.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-01-30,Nasi Padang,10750.0,EXPENSE,Makan & Minum,Gopay
2024-01-30,Cilok,8824.0,EXPENSE,Belanja,Dompet Tunai
2024-01-30,Fotokopi,3483.0,EXPENSE,Lain-lain,Dompet Tunai
2024-01-31,Warung Nasi,12972.0,EXPENSE,Makan & Minum,Gopay
2024-01-31,GoFood,12117.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-01-31,Minuman,18348.0,EXPENSE,Belanja,Gopay
2024-02-01,GoFood,19311.0,EXPENSE,Makan & Minum,BCA
2024-02-01,Bensin,34862.0,EXPENSE,Tagihan,Gopay
2024-02-02,Uang Bulanan,2151511.0,INCOME,Gaji,Gopay
2024-02-02,GoFood,38279.0,EXPENSE,Makan & Minum,Gopay
2024-02-02,GoFood,14891.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-02,Grab Motor,10647.0,EXPENSE,Lain-lain,Gopay
2024-02-03,Kopi,24128.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-03,Uang Bulanan,1116455.0,INCOME,Gaji,Gopay
2024-02-04,Nasi Padang,23001.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-04,Nasi Padang,11022.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-04,Jajan,6277.0,EXPENSE,Belanja,Gopay
2024-02-04,Parkir,10245.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-05,Warung Nasi,18681.0,EXPENSE,Makan & Minum,Gopay
2024-02-05,GoFood,13271.0,EXPENSE,Makan & Minum,Gopay
2024-02-05,Nasi Padang,22455.0,EXPENSE,Makan & Minum,Gopay
2024-02-06,Es Teh,21276.0,EXPENSE,Makan & Minum,BCA
2024-02-06,Minuman,19229.0,EXPENSE,Belanja,Dompet Tunai
2024-02-07,Minuman,15914.0,EXPENSE,Belanja,Gopay
2024-02-08,Isi Bensin,26926.0,EXPENSE,Tagihan,Dompet Tunai
2024-02-08,Ongkos,5986.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-09,Mie Ayam,14248.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-10,Print Tugas,13302.0,EXPENSE,Lain-lain,Gopay
2024-02-10,Pulsa,29902.0,EXPENSE,Tagihan,Gopay
2024-02-10,Es Teh,13402.0,EXPENSE,Makan & Minum,Gopay
2024-02-10,Es Teh,15066.0,EXPENSE,Makan & Minum,BCA
2024-02-11,Indomaret,7199.0,EXPENSE,Belanja,Dompet Tunai
2024-02-12,GoFood,11335.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-12,Nasi Padang,45938.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-12,Bensin,31645.0,EXPENSE,Tagihan,Dompet Tunai
2024-02-13,Indomaret Snack,20436.0,EXPENSE,Makan & Minum,BCA
2024-02-15,Indomaret Snack,26145.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-15,Indomaret Snack,18361.0,EXPENSE,Makan & Minum,BCA
2024-02-15,Bakso,10246.0,EXPENSE,Makan & Minum,Gopay
2024-02-15,Fotokopi,11009.0,EXPENSE,Lain-lain,Gopay
2024-02-16,Alfamart,14431.0,EXPENSE,Belanja,Dompet Tunai
2024-02-16,Mie Ayam,15147.0,EXPENSE,Makan & Minum,BCA
2024-02-18,GoFood,18901.0,EXPENSE,Makan & Minum,BCA
2024-02-18,Bakso,23777.0,EXPENSE,Makan & Minum,Gopay
2024-02-18,Warung Nasi,42026.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-19,Bensin,27023.0,EXPENSE,Tagihan,Gopay
2024-02-19,Cilok,14922.0,EXPENSE,Belanja,Gopay
2024-02-20,Nasi Padang,18286.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-20,Snack,6387.0,EXPENSE,Belanja,Dompet Tunai
2024-02-20,Grab Motor,4970.0,EXPENSE,Lain-lain,Gopay
2024-02-21,Kantin,24832.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-21,Bakso,11048.0,EXPENSE,Makan & Minum,BCA
2024-02-22,BBM,33034.0,EXPENSE,Tagihan,Gopay
2024-02-22,Gorengan,8242.0,EXPENSE,Belanja,Gopay
2024-02-23,Mie Ayam,20774.0,EXPENSE,Makan & Minum,BCA
2024-02-23,Es Teh,30504.0,EXPENSE,Makan & Minum,Gopay
2024-02-25,Es Teh,31229.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-25,Warung Nasi,10489.0,EXPENSE,Makan & Minum,BCA
2024-02-26,Warung Nasi,12244.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-26,Mie Ayam,15593.0,EXPENSE,Makan & Minum,BCA
2024-02-26,BBM,28959.0,EXPENSE,Tagihan,Dompet Tunai
2024-02-26,Grab Motor,11365.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-27,Indomaret,13352.0,EXPENSE,Belanja,Gopay
2024-02-28,Warung Nasi,20682.0,EXPENSE,Makan & Minum,Gopay
2024-02-28,Nasi Padang,13336.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-28,Nasi Padang,16016.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-28,Dana Darurat,119549.0,INCOME,Goals,BCA
2024-02-29,Ongkos,3834.0,EXPENSE,Lain-lain,Gopay
2024-03-01,Kiriman Ortu,2002155.0,INCOME,Gaji,BCA
2024-03-02,Grab Motor,6937.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-02,Bayar Kost,921223.0,EXPENSE,Tagihan,BCA
2024-03-02,Alfamart,5893.0,EXPENSE,Belanja,Gopay
2024-03-02,Uang Bulanan,2159723.0,INCOME,Gaji,Gopay
2024-03-02,Mie Ayam,30596.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-03,Kiriman Ortu,1010379.0,INCOME,Gaji,BCA
2024-03-03,Es Teh,23083.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-03,Kantin,24412.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-03,Kantin,20367.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-04,Kopi,16700.0,EXPENSE,Makan & Minum,Gopay
2024-03-04,Kopi,24475.0,EXPENSE,Makan & Minum,Gopay
2024-03-04,Isi Bensin,25174.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-04,Indomaret,15937.0,EXPENSE,Belanja,Gopay
2024-03-05,Bakso,13808.0,EXPENSE,Makan & Minum,BCA
2024-03-05,Warung Nasi,18115.0,EXPENSE,Makan & Minum,Gopay
2024-03-05,Kantin,43618.0,EXPENSE,Makan & Minum,Gopay
2024-03-06,Minuman,12144.0,EXPENSE,Belanja,Dompet Tunai
2024-03-06,Indomaret Snack,13100.0,EXPENSE,Makan & Minum,Gopay
2024-03-07,Bensin,34685.0,EXPENSE,Tagihan,Gopay
2024-03-07,Indomaret,17330.0,EXPENSE,Belanja,Gopay
2024-03-08,Bakso,22567.0,EXPENSE,Makan & Minum,Gopay
2024-03-08,Nasi Padang,17062.0,EXPENSE,Makan & Minum,BCA
2024-03-09,Warung Nasi,14980.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-10,Gorengan,8462.0,EXPENSE,Belanja,Dompet Tunai
2024-03-10,Bakso,34317.0,EXPENSE,Makan & Minum,BCA
2024-03-10,Bakso,14044.0,EXPENSE,Makan & Minum,BCA
2024-03-10,Nasi Padang,24026.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-11,Bensin,33300.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-11,Cilok,5109.0,EXPENSE,Belanja,Dompet Tunai
2024-03-11,Mie Ayam,27039.0,EXPENSE,Makan & Minum,Gopay
2024-03-11,Mie Ayam,22931.0,EXPENSE,Makan & Minum,Gopay
2024-03-12,Alfamart,9314.0,EXPENSE,Belanja,Dompet Tunai
2024-03-12,Bakso,25824.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-12,Warung Nasi,12542.0,EXPENSE,Makan & Minum,BCA
2024-03-13,GoFood,31333.0,EXPENSE,Makan & Minum,BCA
2024-03-13,Warung Nasi,38995.0,EXPENSE,Makan & Minum,BCA
2024-03-13,Kopi,12893.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-13,Jajan,17572.0,EXPENSE,Belanja,Gopay
2024-03-13,Grab Motor,12597.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-14,Mie Ayam,16695.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-14,Bakso,20723.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-14,Indomaret Snack,13078.0,EXPENSE,Makan & Minum,BCA
2024-03-14,Alfamart,9081.0,EXPENSE,Belanja,Dompet Tunai
2024-03-14,Parkir,4209.0,EXPENSE,Lain-lain,Gopay
2024-03-15,Nasi Padang,43081.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-15,Simpanan Bulanan,139929.0,INCOME,Goals,BCA
2024-03-16,Alfamart,5668.0,EXPENSE,Belanja,Dompet Tunai
2024-03-16,Kantin,11143.0,EXPENSE,Makan & Minum,BCA
2024-03-16,Warung Nasi,22310.0,EXPENSE,Makan & Minum,BCA
2024-03-17,Mie Ayam,18304.0,EXPENSE,Makan & Minum,Gopay
2024-03-17,GoFood,37012.0,EXPENSE,Makan & Minum,Gopay
2024-03-17,Alfamart,14394.0,EXPENSE,Belanja,Gopay
2024-03-18,Bensin,28133.0,EXPENSE,Tagihan,Gopay
2024-03-19,Indomaret Snack,24577.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-19,Kopi,44263.0,EXPENSE,Makan & Minum,BCA
2024-03-19,Gorengan,12173.0,EXPENSE,Belanja,Gopay
2024-03-20,GoFood,46708.0,EXPENSE,Makan & Minum,Gopay
2024-03-21,Warung Nasi,20066.0,EXPENSE,Makan & Minum,Gopay
2024-03-21,Warung Nasi,19893.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-22,Gorengan,12237.0,EXPENSE,Belanja,Gopay
2024-03-22,Indomaret Snack,13330.0,EXPENSE,Makan & Minum,BCA
2024-03-22,Kopi,17235.0,EXPENSE,Makan & Minum,Gopay
2024-03-22,Mie Ayam,20101.0,EXPENSE,Makan & Minum,BCA
2024-03-23,Nasi Padang,12595.0,EXPENSE,Makan & Minum,Gopay
2024-03-23,Bakso,14206.0,EXPENSE,Makan & Minum,Gopay
2024-03-24,Indomaret Snack,12086.0,EXPENSE,Makan & Minum,BCA
2024-03-24,Mie Ayam,18056.0,EXPENSE,Makan & Minum,Gopay
2024-03-25,Indomaret Snack,14575.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-27,Fotokopi,3336.0,EXPENSE,Lain-lain,Gopay
2024-03-28,Nasi Padang,13660.0,EXPENSE,Makan & Minum,BCA
2024-03-28,Bensin,33493.0,EXPENSE,Tagihan,Gopay
2024-03-28,Snack,17284.0,EXPENSE,Belanja,Dompet Tunai
2024-03-29,Jajan,7198.0,EXPENSE,Belanja,Dompet Tunai
2024-03-29,Kantin,11254.0,EXPENSE,Makan & Minum,BCA
2024-03-30,Ongkos,14072.0,EXPENSE,Lain-lain,Gopay
2024-03-30,Indomaret,17424.0,EXPENSE,Belanja,Dompet Tunai
2024-03-31,Bakso,22952.0,EXPENSE,Makan & Minum,BCA
2024-03-31,Bakso,18836.0,EXPENSE,Makan & Minum,BCA
2024-03-31,Alfamart,16149.0,EXPENSE,Belanja,Gopay
2024-04-01,Uang Bulanan,2041548.0,INCOME,Gaji,Gopay
2024-04-01,Indomaret Snack,17798.0,EXPENSE,Makan & Minum,Gopay
2024-04-01,Indomaret Snack,23155.0,EXPENSE,Makan & Minum,Gopay
2024-04-01,Gorengan,14401.0,EXPENSE,Belanja,Dompet Tunai
2024-04-01,Print Tugas,2984.0,EXPENSE,Lain-lain,Dompet Tunai
2024-04-02,Indomaret Snack,47399.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-02,Es Teh,16192.0,EXPENSE,Makan & Minum,BCA
2024-04-02,Sewa Kost Bulanan,862211.0,EXPENSE,Tagihan,Dompet Tunai
2024-04-02,Kiriman Ortu,1336528.0,INCOME,Gaji,Gopay
2024-04-02,Kopi,20452.0,EXPENSE,Makan & Minum,Gopay
2024-04-02,Minuman,14364.0,EXPENSE,Belanja,Dompet Tunai
2024-04-03,Sewa Kost Bulanan,907173.0,EXPENSE,Tagihan,Dompet Tunai
2024-04-03,Jajan,18060.0,EXPENSE,Belanja,Dompet Tunai
2024-04-03,Es Teh,22915.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-03,Bakso,10663.0,EXPENSE,Makan & Minum,BCA
2024-04-03,Warung Nasi,16948.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-03,Transfer Orang Tua,2399589.0,INCOME,Gaji,BCA
2024-04-04,Indomaret Snack,11759.0,EXPENSE,Makan & Minum,Gopay
2024-04-04,Kantin,20682.0,EXPENSE,Makan & Minum,Gopay
2024-04-04,Bayar Kost,931484.0,EXPENSE,Tagihan,Dompet Tunai
2024-04-05,Mie Ayam,17038.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-06,Bakso,22155.0,EXPENSE,Makan & Minum,Gopay
2024-04-06,Warung Nasi,11919.0,EXPENSE,Makan & Minum,Gopay
2024-04-06,Indomaret Snack,11991.0,EXPENSE,Makan & Minum,Gopay
2024-04-06,Snack,16738.0,EXPENSE,Belanja,Dompet Tunai
2024-04-08,GoFood,23522.0,EXPENSE,Makan & Minum,Gopay
2024-04-08,Bakso,16014.0,EXPENSE,Makan & Minum,BCA
2024-04-08,Parkir,5182.0,EXPENSE,Lain-lain,Gopay
2024-04-09,Alfamart,17274.0,EXPENSE,Belanja,Dompet Tunai
2024-04-09,Kopi,23551.0,EXPENSE,Makan & Minum,Gopay
2024-04-09,GoFood,16555.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-10,Mie Ayam,16448.0,EXPENSE,Makan & Minum,BCA
2024-04-10,Bakso,20380.0,EXPENSE,Makan & Minum,BCA
2024-04-10,Netflix,45197.0,EXPENSE,Tagihan,Gopay
2024-04-11,Kopi,15166.0,EXPENSE,Makan & Minum,BCA
2024-04-11,BBM,34559.0,EXPENSE,Tagihan,Dompet Tunai
2024-04-11,Grab Motor,9853.0,EXPENSE,Lain-lain,Dompet Tunai
2024-04-12,Indomaret,5013.0,EXPENSE,Belanja,Gopay
2024-04-13,Kantin,11359.0,EXPENSE,Makan & Minum,BCA
2024-04-13,Minuman,16946.0,EXPENSE,Belanja,Dompet Tunai
2024-04-14,Warung Nasi,12581.0,EXPENSE,Makan & Minum,BCA
2024-04-14,Gorengan,5048.0,EXPENSE,Belanja,Gopay
2024-04-15,Ongkos,11291.0,EXPENSE,Lain-lain,Gopay
2024-04-15,Dana Darurat,134742.0,INCOME,Goals,BCA
2024-04-15,Cilok,14088.0,EXPENSE,Belanja,Dompet Tunai
2024-04-15,Mie Ayam,18704.0,EXPENSE,Makan & Minum,Gopay
2024-04-15,Es Teh,13355.0,EXPENSE,Makan & Minum,Gopay
2024-04-15,Bensin,25027.0,EXPENSE,Tagihan,Gopay
2024-04-16,Mie Ayam,13838.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-16,Nasi Padang,16853.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-16,Indomaret Snack,24185.0,EXPENSE,Makan & Minum,Gopay
2024-04-17,Es Teh,23876.0,EXPENSE,Makan & Minum,BCA
2024-04-17,Nasi Padang,16593.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-18,Es Teh,14436.0,EXPENSE,Makan & Minum,BCA
2024-04-18,Isi Bensin,38016.0,EXPENSE,Tagihan,Gopay
2024-04-18,Snack,6447.0,EXPENSE,Belanja,Dompet Tunai
2024-04-19,Minuman,12380.0,EXPENSE,Belanja,Gopay
2024-04-19,Mie Ayam,18151.0,EXPENSE,Makan & Minum,Gopay
2024-04-20,Snack,7586.0,EXPENSE,Belanja,Gopay
2024-04-20,Es Teh,18723.0,EXPENSE,Makan & Minum,Gopay
2024-04-21,Indomaret Snack,22917.0,EXPENSE,Makan & Minum,Gopay
2024-04-22,Bakso,10387.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-22,Bakso,29854.0,EXPENSE,Makan & Minum,BCA
2024-04-22,Mie Ayam,23693.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-22,Isi Bensin,38275.0,EXPENSE,Tagihan,Gopay
2024-04-23,Bakso,23160.0,EXPENSE,Makan & Minum,Gopay
2024-04-23,Snack,11989.0,EXPENSE,Belanja,Gopay
2024-04-24,GoFood,13910.0,EXPENSE,Makan & Minum,BCA
2024-04-24,Es Teh,21380.0,EXPENSE,Makan & Minum,Gopay
2024-04-24,Fotokopi,4201.0,EXPENSE,Lain-lain,Dompet Tunai
2024-04-25,Bensin,31380.0,EXPENSE,Tagihan,Dompet Tunai
2024-04-25,Warung Nasi,14638.0,EXPENSE,Makan & Minum,Gopay
2024-04-26,Parkir,2632.0,EXPENSE,Lain-lain,Gopay
2024-04-26,Kopi,20052.0,EXPENSE,Makan & Minum,Gopay
2024-04-26,Kopi,11872.0,EXPENSE,Makan & Minum,Gopay
2024-04-27,Mie Ayam,20378.0,EXPENSE,Makan & Minum,BCA
2024-04-27,Nasi Padang,17671.0,EXPENSE,Makan & Minum,BCA
2024-04-27,Minuman,15656.0,EXPENSE,Belanja,Gopay
2024-04-28,Kopi,24968.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-28,Kopi,18197.0,EXPENSE,Makan & Minum,Gopay
2024-04-28,Snack,9039.0,EXPENSE,Belanja,Gopay
2024-04-29,Cilok,10244.0,EXPENSE,Belanja,Dompet Tunai
2024-04-29,Fotokopi,5228.0,EXPENSE,Lain-lain,Dompet Tunai
2024-04-30,Gorengan,14097.0,EXPENSE,Belanja,Gopay
2024-05-01,Kiriman Ortu,1895784.0,INCOME,Gaji,BCA
2024-05-01,Sewa Kost Bulanan,878600.0,EXPENSE,Tagihan,Dompet Tunai
2024-05-01,Alfamart,15376.0,EXPENSE,Belanja,Dompet Tunai
2024-05-02,Indomaret,7004.0,EXPENSE,Belanja,Dompet Tunai
2024-05-02,Bayar Kost,903606.0,EXPENSE,Tagihan,Dompet Tunai
2024-05-02,Bensin,31212.0,EXPENSE,Tagihan,Dompet Tunai
2024-05-02,Indomaret Snack,21138.0,EXPENSE,Makan & Minum,Gopay
2024-05-03,Kiriman Ortu,1143528.0,INCOME,Gaji,Gopay
2024-05-03,Mie Ayam,21178.0,EXPENSE,Makan & Minum,BCA
2024-05-05,Warung Nasi,41353.0,EXPENSE,Makan & Minum,BCA
2024-05-05,Mie Ayam,14756.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-05-05,Print Tugas,7578.0,EXPENSE,Lain-lain,Gopay
2024-05-06,Mie Ayam,17524.0,EXPENSE,Makan & Minum,BCA
2024-05-06,Bensin,36865.0,EXPENSE,Tagihan,Dompet Tunai
2024-05-07,Print Tugas,10657.0,EXPENSE,Lain-lain,Gopay
2024-05-08,GoFood,15969.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-05-08,Kantin,17964.0,EXPENSE,Makan & Minum,Gopay
2024-05-08,Cilok,13044.0,EXPENSE,Belanja,Dompet Tunai
2024-05-09,Isi Bensin,28481.0,EXPENSE,Tagihan,Dompet Tunai
2024-05-09,GoFood,15345.0,EXPENSE,Makan & Minum,Gopay
2024-05-09,Warung Nasi,14929.0,EXPENSE,Makan & Minum,BCA
2024-05-10,GoFood,11991.0,EXPENSE,Makan & Minum,BCA
2024-05-10,Spotify,36419.0,EXPENSE,Tagihan,BCA
2024-05-11,Alfamart,12763.0,EXPENSE,Belanja,Gopay
2024-05-11,Fotokopi,8246.0,EXPENSE,Lain-lain,Dompet Tunai
2024-05-12,Nasi Padang,18564.0,EXPENSE,Makan & Minum,BCA
2024-05-12,GoFood,19681.0,EXPENSE,Makan & Minum,Gopay
2024-05-12,Grab Motor,12420.0,EXPENSE,Lain-lain,Dompet Tunai
2024-05-13,Nasi Padang,15829.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-05-13,Kopi,21414.0,EXPENSE,Makan & Minum,Gopay
2024-05-13,Kantin,14972.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-05-14,Es Teh,10957.0,EXPENSE,Makan & Minum,BCA
2024-05-15,Parkir,13963.0,EXPENSE,Lain-lain,Dompet Tunai
2024-05-15,Simpanan Bulanan,77910.0,INCOME,Goals,BCA
2024-05-16,Gorengan,9683.0,EXPENSE,Belanja,Dompet Tunai
2024-05-17,Nasi Padang,46066.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-05-17,Jajan,14163.0,EXPENSE,Belanja,Dompet Tunai
2024-05-17,Ongkos,2130.0,EXPENSE,Lain-lain,Gopay
2024-05-18,Kantin,33662.0,EXPENSE,Makan & Minum,Gopay
2024-05-18,Indomaret Snack,17214.0,EXPENSE,Makan & Minum,Gopay
2024-05-18,Indomaret Snack,24409.0,EXPENSE,Makan & Minum,Gopay
2024-05-18,Minuman,9725.0,EXPENSE,Belanja,Gopay
2024-05-19,Alfamart,16753.0,EXPENSE,Belanja,Gopay
2024-05-20,Gorengan,12529.0,EXPENSE,Belanja,Gopay
2024-05-21,Jajan,6734.0,EXPENSE,Belanja,Dompet Tunai
2024-05-21,Parkir,5893.0,EXPENSE,Lain-lain,Gopay
2024-05-21,Mie Ayam,20320.0,EXPENSE,Makan & Minum,Gopay
2024-05-22,Kopi,24840.0,EXPENSE,Makan & Minum,BCA
2024-05-22,Warung Nasi,18188.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-05-22,Mie Ayam,13557.0,EXPENSE,Makan & Minum,Dompet Tunai
